Student_ID,Name,Department,CGPA,Skills,Internship,Placed,Company,Package
1041,Student_41,CSE,7.69,SQL,Yes,Yes,Microsoft,17.8
1042,Student_42,IT,6.58,Python,No,No,,0.0
1043,Student_43,IT,7.53,AutoCAD,No,No,,0.0
1044,Student_44,ECE,9.03,ML,No,No,,0.0
1045,Student_45,EEE,7.43,Java,Yes,No,,0.0
1046,Student_46,ECE,8.47,React,Yes,Yes,Microsoft,19.1
1047,Student_47,EEE,9.07,Python,No,Yes,,13.9
1048,Student_48,ECE,8.85,Python,No,No,,0.0
1049,Student_49,IT,8.98,MATLAB,Yes,No,,0.0
1050,Student_50,Civil,9.44,Java,Yes,Yes,Microsoft,7.1
1051,Student_51,EEE,7.51,Python,Yes,Yes,,11.4
1052,Student_52,Civil,7.77,Java,Yes,No,,0.0
1053,Student_53,IT,9.5,AutoCAD,Yes,No,,0.0
1054,Student_54,CSE,9.08,Java,No,No,,0.0
1055,Student_55,Civil,7.34,Java,Yes,No,,0.0
1056,Student_56,CSE,8.01,Java,Yes,No,,0.0
1057,Student_57,ME,9.13,Java,No,No,,0.0
1058,Student_58,CSE,6.18,Java,Yes,No,,0.0
1059,Student_59,EEE,7.32,Python,Yes,No,,0.0
1060,Student_60,ME,7.94,Python,No,No,,0.0
1061,Student_61,EEE,9.3,MATLAB,Yes,No,,0.0
1062,Student_62,ECE,7.71,ML,No,No,,0.0
1063,Student_63,ME,9.34,Python,No,Yes,,7.5
1064,Student_64,EEE,6.32,ML,Yes,No,,0.0
1065,Student_65,ME,8.13,SQL,Yes,No,,0.0
1066,Student_66,IT,7.44,SQL,No,Yes,TCS,12.9
1067,Student_67,ME,7.63,MATLAB,No,No,,0.0
1068,Student_68,ECE,7.17,ML,Yes,No,,0.0
1069,Student_69,EEE,6.06,AutoCAD,No,No,,0.0
1070,Student_70,ME,7.26,Java,Yes,Yes,Wipro,9.8
1071,Student_71,CSE,9.73,Java,No,Yes,Microsoft,19.0
1072,Student_72,Civil,6.55,React,No,No,,0.0
1073,Student_73,Civil,9.52,AutoCAD,No,No,,0.0
1074,Student_74,Civil,8.03,SQL,Yes,Yes,TCS,18.4
1075,Student_75,ECE,9.4,Java,No,No,,0.0
1076,Student_76,EEE,6.28,Python,No,No,,0.0
1077,Student_77,CSE,6.15,React,Yes,Yes,Infosys,18.0
1078,Student_78,EEE,9.61,SQL,Yes,No,,0.0
1079,Student_79,EEE,9.17,Java,Yes,Yes,,18.5
1080,Student_80,ME,9.33,AutoCAD,No,No,,0.0
1081,Student_81,ECE,7.53,Python,No,No,,0.0
1082,Student_82,ME,6.77,AutoCAD,No,Yes,Amazon,5.2
1083,Student_83,Civil,9.71,SQL,Yes,No,,0.0
1084,Student_84,IT,6.15,Python,Yes,Yes,,12.0
1085,Student_85,ECE,9.43,MATLAB,Yes,Yes,,11.5
1086,Student_86,ME,6.86,,Yes,No,,0.0
1087,Student_87,EEE,7.45,SQL,No,Yes,Amazon,11.8
1088,Student_88,CSE,9.58,,No,No,,0.0
1089,Student_89,EEE,8.99,MATLAB,No,No,,0.0
1090,Student_90,Civil,8.86,Python,No,No,,0.0
1091,Student_91,ME,7.02,Java,Yes,Yes,Wipro,6.3
1092,Student_92,ECE,6.06,React,Yes,No,,0.0
1093,Student_93,CSE,6.62,AutoCAD,Yes,Yes,TCS,11.4
1094,Student_94,IT,7.16,React,No,No,,0.0
1095,Student_95,CSE,7.96,,Yes,Yes,Infosys,18.2
1096,Student_96,EEE,8.62,,Yes,Yes,,19.9
1097,Student_97,ECE,7.42,React,Yes,No,,0.0
1098,Student_98,ME,7.3,MATLAB,Yes,Yes,Wipro,17.9
1099,Student_99,ME,7.46,AutoCAD,Yes,Yes,Google,18.4
1100,Student_100,CSE,8.19,MATLAB,Yes,Yes,,12.4
1101,Student_101,Civil,7.97,ML,No,No,,0.0
1102,Student_102,EEE,6.53,MATLAB,Yes,Yes,TCS,6.0
1103,Student_103,IT,8.7,ML,Yes,No,,0.0
1104,Student_104,ME,7.86,SQL,Yes,No,,0.0
1105,Student_105,CSE,6.94,SQL,No,No,,0.0
1106,Student_106,Civil,6.27,React,Yes,No,,0.0
1107,Student_107,EEE,9.67,React,Yes,Yes,TCS,7.3
1108,Student_108,CSE,8.14,ML,Yes,Yes,Amazon,14.0
1109,Student_109,CSE,8.35,Java,Yes,Yes,TCS,5.7
1110,Student_110,ME,7.7,Python,No,Yes,Amazon,9.0
1111,Student_111,ME,7.28,React,No,No,,0.0
1112,Student_112,ME,7.58,MATLAB,Yes,No,,0.0
1113,Student_113,CSE,8.85,Java,No,No,,0.0
1114,Student_114,EEE,6.59,MATLAB,Yes,No,,0.0
1115,Student_115,Civil,9.16,MATLAB,Yes,Yes,Infosys,16.2
1116,Student_116,CSE,7.74,MATLAB,No,Yes,Google,18.5
1117,Student_117,ME,8.01,Python,Yes,No,,0.0
1118,Student_118,EEE,7.43,Python,Yes,Yes,TCS,19.3
1119,Student_119,IT,6.23,MATLAB,Yes,Yes,Microsoft,8.2
1120,Student_120,ECE,7.05,ML,No,No,,0.0
1121,Student_121,EEE,7.38,AutoCAD,Yes,No,,0.0
1122,Student_122,IT,7.48,,No,Yes,Wipro,6.6
1123,Student_123,EEE,7.57,Python,Yes,Yes,TCS,3.2
1124,Student_124,EEE,6.65,React,Yes,Yes,TCS,8.4
1125,Student_125,ECE,6.89,Java,Yes,No,,0.0
1126,Student_126,ECE,6.22,Java,Yes,Yes,Amazon,10.7
1127,Student_127,Civil,6.66,SQL,No,Yes,Amazon,18.5
1128,Student_128,Civil,7.37,MATLAB,No,Yes,Microsoft,5.7
1129,Student_129,EEE,7.13,SQL,No,Yes,Wipro,9.7
1130,Student_130,IT,6.24,Python,Yes,No,,0.0
1131,Student_131,CSE,9.04,AutoCAD,No,No,,0.0
1132,Student_132,EEE,7.76,React,No,Yes,Microsoft,13.3
1133,Student_133,CSE,7.25,ML,Yes,Yes,Google,5.5
1134,Student_134,ECE,7.4,SQL,No,No,,0.0
1135,Student_135,IT,8.2,Java,No,No,,0.0
1136,Student_136,ECE,8.13,ML,No,No,,0.0
1137,Student_137,ECE,9.62,ML,No,No,,0.0
1138,Student_138,EEE,9.58,Python,Yes,Yes,,5.7
1139,Student_139,ME,9.54,Java,Yes,No,,0.0
1140,Student_140,EEE,8.6,React,No,No,,0.0
1141,Student_141,CSE,7.33,AutoCAD,No,Yes,Amazon,16.0
1142,Student_142,IT,8.95,ML,Yes,No,,0.0
1143,Student_143,ME,9.08,SQL,Yes,No,,0.0
1144,Student_144,EEE,7.32,,Yes,No,,0.0
1145,Student_145,ECE,8.63,React,No,Yes,TCS,11.8
1146,Student_146,IT,8.51,Python,No,No,,0.0
1147,Student_147,Civil,9.67,Java,No,No,,0.0
1148,Student_148,CSE,7.82,SQL,Yes,Yes,Microsoft,17.8
1149,Student_149,ECE,6.55,SQL,Yes,No,,0.0
1150,Student_150,CSE,6.76,Java,No,Yes,TCS,5.0
1151,Student_151,EEE,6.49,,Yes,No,,0.0
1152,Student_152,Civil,8.09,Java,Yes,Yes,Amazon,13.9
1153,Student_153,ECE,6.29,AutoCAD,Yes,Yes,Wipro,5.3
1154,Student_154,EEE,9.44,MATLAB,No,Yes,Google,17.4
1155,Student_155,IT,6.74,ML,No,Yes,Microsoft,18.7
1156,Student_156,EEE,9.44,AutoCAD,No,No,,0.0
1157,Student_157,ECE,9.79,ML,No,No,,0.0
1158,Student_158,Civil,7.85,AutoCAD,Yes,No,,0.0
1159,Student_159,ECE,8.74,Python,No,Yes,Google,19.0
1160,Student_160,Civil,8.6,Java,No,No,,0.0
1161,Student_161,CSE,8.22,React,Yes,Yes,TCS,5.1
1162,Student_162,ME,6.68,Python,Yes,Yes,TCS,3.8
1163,Student_163,IT,8.02,Python,No,No,,0.0
1164,Student_164,Civil,7.19,,No,Yes,TCS,17.9
1165,Student_165,EEE,7.69,SQL,Yes,No,,0.0
1166,Student_166,ME,9.38,Java,No,No,,0.0
1167,Student_167,CSE,7.77,Java,No,No,,0.0
1168,Student_168,CSE,6.11,SQL,No,No,,0.0
1169,Student_169,Civil,9.08,SQL,Yes,Yes,Google,18.7
1170,Student_170,IT,7.83,ML,Yes,Yes,Google,9.3
1171,Student_171,CSE,7.57,Java,No,Yes,Microsoft,7.2
1172,Student_172,ME,7.88,,Yes,Yes,Infosys,19.2
1173,Student_173,EEE,6.29,Python,No,Yes,Wipro,17.9
1174,Student_174,Civil,6.04,Python,No,Yes,Amazon,19.0
1175,Student_175,IT,6.22,AutoCAD,No,No,,0.0
1176,Student_176,Civil,9.36,SQL,No,No,,0.0
1177,Student_177,IT,8.1,AutoCAD,Yes,No,,0.0
1178,Student_178,CSE,7.28,Java,No,No,,0.0
1179,Student_179,IT,9.59,React,No,Yes,Amazon,19.9
1180,Student_180,IT,8.12,MATLAB,No,Yes,Wipro,19.7
1181,Student_181,CSE,9.74,MATLAB,No,No,,0.0
1182,Student_182,ME,9.41,React,Yes,No,,0.0
1183,Student_183,Civil,8.6,SQL,No,No,,0.0
1184,Student_184,CSE,7.75,MATLAB,No,No,,0.0
1185,Student_185,CSE,7.54,React,Yes,No,,0.0
1186,Student_186,ECE,9.73,,Yes,Yes,Wipro,12.0
1187,Student_187,Civil,8.58,,No,No,,0.0
1188,Student_188,Civil,8.28,AutoCAD,Yes,No,,0.0
1189,Student_189,ME,7.49,SQL,No,No,,0.0
1190,Student_190,Civil,9.22,,Yes,Yes,Microsoft,6.9
1191,Student_191,IT,7.59,SQL,Yes,No,,0.0
1192,Student_192,IT,6.53,ML,No,No,,0.0
1193,Student_193,ECE,6.76,ML,No,No,,0.0
1194,Student_194,IT,6.63,React,No,Yes,Google,9.0
1195,Student_195,ECE,8.47,Python,Yes,Yes,Amazon,4.2
1196,Student_196,IT,8.17,Java,Yes,No,,0.0
1197,Student_197,ME,7.27,React,Yes,Yes,Google,9.2
1198,Student_198,ECE,7.86,Python,No,Yes,TCS,7.1
1199,Student_199,EEE,8.78,MATLAB,Yes,Yes,Infosys,5.6
1200,Student_200,IT,6.63,AutoCAD,Yes,Yes,Amazon,8.8
1201,Student_201,ECE,8.07,React,No,Yes,Google,12.9
1202,Student_202,EEE,9.78,MATLAB,Yes,Yes,Infosys,3.1
1203,Student_203,IT,8.36,,Yes,No,,0.0
1204,Student_204,CSE,9.16,React,Yes,No,,0.0
1205,Student_205,ME,8.68,Java,Yes,No,,0.0
1206,Student_206,ME,9.6,Python,Yes,Yes,Wipro,15.3
1207,Student_207,ME,8.97,SQL,No,No,,0.0
1208,Student_208,ME,9.5,MATLAB,No,Yes,Microsoft,4.2
1209,Student_209,CSE,9.48,ML,No,No,,0.0
1210,Student_210,ME,6.28,Python,Yes,No,,0.0
1211,Student_211,CSE,7.34,MATLAB,Yes,Yes,Amazon,13.3
1212,Student_212,ME,7.33,AutoCAD,Yes,No,,0.0
1213,Student_213,CSE,7.29,MATLAB,No,No,,0.0
1214,Student_214,IT,7.57,React,Yes,Yes,Microsoft,5.1
1215,Student_215,EEE,6.3,AutoCAD,No,Yes,Google,19.5
1216,Student_216,ECE,6.57,MATLAB,Yes,No,,0.0
1217,Student_217,ECE,7.89,SQL,Yes,Yes,Wipro,15.0
1218,Student_218,IT,7.64,Java,No,Yes,Microsoft,16.8
1219,Student_219,CSE,9.31,MATLAB,No,Yes,Infosys,18.0
1220,Student_220,ME,8.83,,Yes,Yes,Amazon,6.9
1221,Student_221,ECE,7.34,React,Yes,No,,0.0
1222,Student_222,Civil,6.03,MATLAB,No,Yes,Infosys,12.8
1223,Student_223,CSE,6.8,React,No,Yes,,6.6
1224,Student_224,IT,7.24,React,Yes,Yes,Microsoft,4.7
1225,Student_225,Civil,7.35,AutoCAD,No,Yes,Infosys,9.6
1226,Student_226,ME,8.63,Java,Yes,No,,0.0
1227,Student_227,ECE,6.81,ML,Yes,No,,0.0
1228,Student_228,CSE,8.74,SQL,Yes,Yes,Microsoft,4.7
1229,Student_229,ME,7.2,MATLAB,Yes,Yes,Wipro,16.6
1230,Student_230,EEE,7.46,Java,Yes,Yes,Wipro,6.7
1231,Student_231,ECE,9.72,Python,No,Yes,Wipro,15.4
1232,Student_232,CSE,6.57,Python,No,No,,0.0
1233,Student_233,CSE,6.31,AutoCAD,Yes,Yes,Google,12.3
1234,Student_234,IT,6.55,MATLAB,No,No,,0.0
1235,Student_235,ME,6.55,AutoCAD,No,No,,0.0
1236,Student_236,ECE,9.64,MATLAB,No,Yes,,4.5
1237,Student_237,EEE,7.8,Java,Yes,No,,0.0
1238,Student_238,Civil,7.47,SQL,No,Yes,Amazon,6.8
1239,Student_239,ECE,7.94,SQL,Yes,No,,0.0
1240,Student_240,CSE,6.46,React,Yes,Yes,Amazon,6.5
1241,Student_241,ECE,9.64,MATLAB,No,Yes,Google,14.4
1242,Student_242,EEE,6.52,Python,No,No,,0.0
1243,Student_243,EEE,7.15,ML,No,Yes,Microsoft,3.6
1244,Student_244,ECE,7.75,ML,No,No,,0.0
1245,Student_245,ME,8.72,SQL,Yes,Yes,,9.8
1246,Student_246,ECE,9.6,,Yes,No,,0.0
1247,Student_247,CSE,6.17,MATLAB,Yes,No,,0.0
1248,Student_248,Civil,7.61,,No,Yes,Wipro,13.3
1249,Student_249,IT,8.4,AutoCAD,No,No,,0.0
1250,Student_250,EEE,6.2,MATLAB,Yes,Yes,Google,9.7
1251,Student_251,EEE,6.83,React,Yes,No,,0.0
1252,Student_252,ME,7.18,SQL,Yes,Yes,Amazon,14.4
1253,Student_253,Civil,6.56,AutoCAD,Yes,No,,0.0
1254,Student_254,ECE,8.64,SQL,No,Yes,TCS,5.6
1255,Student_255,CSE,8.36,React,Yes,No,,0.0
1256,Student_256,CSE,7.2,,Yes,No,,0.0
1257,Student_257,CSE,8.17,Python,No,No,,0.0
1258,Student_258,ECE,7.31,SQL,Yes,Yes,TCS,3.1
1259,Student_259,Civil,7.47,,No,No,,0.0
1260,Student_260,Civil,9.4,SQL,Yes,Yes,Microsoft,17.1
1261,Student_261,ECE,8.6,Python,No,Yes,Microsoft,19.5
1262,Student_262,ECE,8.49,SQL,No,No,,0.0
1263,Student_263,CSE,8.87,Java,No,No,,0.0
1264,Student_264,ECE,7.22,React,No,No,,0.0
1265,Student_265,CSE,9.57,AutoCAD,Yes,No,,0.0
1266,Student_266,Civil,7.32,Java,Yes,Yes,Microsoft,12.9
1267,Student_267,EEE,6.25,ML,No,Yes,TCS,17.4
1268,Student_268,EEE,7.05,React,No,Yes,Amazon,8.6
1269,Student_269,CSE,9.15,AutoCAD,No,No,,0.0
1270,Student_270,ME,8.46,Python,Yes,No,,0.0
1271,Student_271,CSE,7.94,MATLAB,No,No,,0.0
1272,Student_272,Civil,8.12,MATLAB,No,Yes,Wipro,19.0
1273,Student_273,ECE,6.73,,Yes,No,,0.0
1274,Student_274,ECE,9.54,ML,Yes,No,,0.0
1275,Student_275,CSE,9.05,MATLAB,Yes,No,,0.0
1276,Student_276,Civil,7.43,Java,No,Yes,Infosys,4.9
1277,Student_277,EEE,9.2,,No,Yes,Amazon,9.9
1278,Student_278,ECE,7.54,AutoCAD,Yes,Yes,TCS,7.8
1279,Student_279,Civil,9.37,,Yes,Yes,Wipro,11.6
1280,Student_280,IT,8.65,MATLAB,Yes,Yes,Wipro,4.5
1281,Student_281,ECE,9.68,MATLAB,No,Yes,Amazon,18.0
1282,Student_282,Civil,7.19,Java,No,No,,0.0
1283,Student_283,ME,6.68,ML,No,Yes,,10.3
1284,Student_284,Civil,7.97,React,Yes,No,,0.0
1285,Student_285,ME,8.34,,No,No,,0.0
1286,Student_286,ME,8.53,ML,No,Yes,Infosys,9.1
1287,Student_287,ECE,6.81,,Yes,No,,0.0
1288,Student_288,EEE,7.87,MATLAB,No,No,,0.0
1289,Student_289,ECE,8.27,AutoCAD,Yes,No,,0.0
1290,Student_290,CSE,8.05,MATLAB,Yes,No,,0.0
1291,Student_291,IT,8.75,Java,Yes,No,,0.0
1292,Student_292,EEE,7.54,AutoCAD,Yes,No,,0.0
1293,Student_293,ECE,6.91,,Yes,No,,0.0
1294,Student_294,IT,6.63,React,Yes,Yes,Microsoft,15.8
1295,Student_295,EEE,8.53,ML,No,Yes,Microsoft,7.0
1296,Student_296,IT,8.94,AutoCAD,No,No,,0.0
1297,Student_297,CSE,7.55,AutoCAD,Yes,Yes,Microsoft,14.0
1298,Student_298,Civil,6.27,AutoCAD,Yes,Yes,Google,10.5
1299,Student_299,CSE,9.62,Python,No,Yes,TCS,9.8
1300,Student_300,ECE,9.32,SQL,Yes,Yes,TCS,16.8
1301,Student_301,IT,8.74,SQL,No,No,,0.0
1302,Student_302,Civil,8.39,AutoCAD,No,No,,0.0
1303,Student_303,EEE,7.48,Python,Yes,No,,0.0
1304,Student_304,CSE,9.51,Python,No,Yes,,14.3
1305,Student_305,ECE,7.17,MATLAB,Yes,Yes,Microsoft,16.4
1306,Student_306,Civil,9.42,React,Yes,No,,0.0
1307,Student_307,CSE,8.43,Python,No,Yes,Google,17.9
1308,Student_308,IT,8.67,,No,No,,0.0
1309,Student_309,ME,6.81,React,Yes,No,,0.0
1310,Student_310,ME,9.38,SQL,No,Yes,TCS,10.8
1311,Student_311,CSE,9.21,MATLAB,Yes,Yes,Microsoft,19.4
1312,Student_312,Civil,7.4,ML,No,No,,0.0
1313,Student_313,EEE,6.63,React,No,Yes,Infosys,10.0
1314,Student_314,EEE,9.29,Java,No,Yes,Infosys,15.6
1315,Student_315,Civil,8.83,AutoCAD,Yes,Yes,Amazon,9.8
1316,Student_316,EEE,7.16,AutoCAD,No,Yes,,6.1
1317,Student_317,Civil,9.6,AutoCAD,No,No,,0.0
1318,Student_318,CSE,6.98,ML,Yes,Yes,Infosys,11.4
1319,Student_319,Civil,8.46,,Yes,No,,0.0
1320,Student_320,Civil,9.79,AutoCAD,No,No,,0.0
1321,Student_321,IT,7.35,ML,Yes,Yes,TCS,12.2
1322,Student_322,IT,6.56,MATLAB,No,No,,0.0
1323,Student_323,IT,6.75,MATLAB,Yes,No,,0.0
1324,Student_324,CSE,6.92,Java,Yes,Yes,,9.1
1325,Student_325,ECE,7.49,Java,No,Yes,TCS,16.2
1326,Student_326,Civil,8.92,SQL,No,Yes,,8.4
1327,Student_327,Civil,7.93,ML,No,Yes,Infosys,19.9
1328,Student_328,Civil,6.95,Java,No,No,,0.0
1329,Student_329,ME,9.6,MATLAB,Yes,Yes,Infosys,14.2
1330,Student_330,Civil,8.25,React,No,Yes,Microsoft,14.1
1331,Student_331,IT,6.9,React,Yes,Yes,,14.7
1332,Student_332,IT,6.47,ML,Yes,No,,0.0
1333,Student_333,EEE,7.65,AutoCAD,Yes,Yes,TCS,15.2
1334,Student_334,EEE,8.87,SQL,No,Yes,Infosys,3.8
1335,Student_335,ME,9.56,SQL,Yes,Yes,,10.5
1336,Student_336,EEE,7.42,SQL,No,Yes,TCS,18.5
1337,Student_337,ECE,6.12,SQL,No,Yes,Google,10.6
1338,Student_338,EEE,9.11,,No,Yes,Infosys,14.3
1339,Student_339,CSE,9.13,SQL,No,No,,0.0
1340,Student_340,EEE,9.43,,Yes,No,,0.0
1341,Student_341,ECE,8.15,MATLAB,Yes,No,,0.0
1342,Student_342,EEE,7.17,SQL,Yes,Yes,Wipro,10.0
1343,Student_343,Civil,6.04,MATLAB,No,No,,0.0
1344,Student_344,Civil,9.58,Java,No,No,,0.0
1345,Student_345,CSE,8.55,MATLAB,No,Yes,,8.2
1346,Student_346,CSE,8.88,React,No,No,,0.0
1347,Student_347,Civil,9.7,,Yes,No,,0.0
1348,Student_348,CSE,6.71,MATLAB,No,No,,0.0
1349,Student_349,CSE,6.65,Java,No,No,,0.0
1350,Student_350,ECE,6.77,React,No,No,,0.0
1351,Student_351,ECE,6.9,ML,Yes,No,,0.0
1352,Student_352,ECE,7.2,MATLAB,No,No,,0.0
1353,Student_353,EEE,7.57,ML,Yes,Yes,Amazon,5.1
1354,Student_354,ECE,7.55,MATLAB,Yes,No,,0.0
1355,Student_355,ME,8.09,Python,Yes,Yes,,19.7
1356,Student_356,IT,7.9,MATLAB,Yes,Yes,TCS,18.9
1357,Student_357,ME,8.14,ML,No,No,,0.0
1358,Student_358,IT,6.62,Java,No,Yes,,12.1
1359,Student_359,ECE,6.98,SQL,No,Yes,Amazon,16.5
1360,Student_360,ECE,9.74,,No,Yes,TCS,10.4
1361,Student_361,IT,8.61,Python,Yes,Yes,Infosys,11.4
1362,Student_362,ECE,8.83,MATLAB,Yes,No,,0.0
1363,Student_363,ECE,6.11,MATLAB,No,Yes,Microsoft,13.4
1364,Student_364,IT,7.72,MATLAB,No,Yes,TCS,9.5
1365,Student_365,IT,7.74,MATLAB,No,No,,0.0
1366,Student_366,ECE,7.01,Java,No,Yes,Amazon,19.4
1367,Student_367,CSE,6.97,MATLAB,Yes,No,,0.0
1368,Student_368,CSE,9.62,AutoCAD,Yes,No,,0.0
1369,Student_369,IT,7.43,SQL,Yes,Yes,Infosys,7.0
1370,Student_370,IT,7.92,ML,Yes,No,,0.0
1371,Student_371,ECE,7.62,MATLAB,Yes,No,,0.0
1372,Student_372,Civil,7.2,MATLAB,Yes,Yes,Amazon,4.4
1373,Student_373,IT,8.29,SQL,Yes,Yes,,12.0
1374,Student_374,ME,8.9,MATLAB,Yes,No,,0.0
1375,Student_375,ME,7.84,ML,No,Yes,Infosys,8.7
1376,Student_376,ECE,7.9,React,No,No,,0.0
1377,Student_377,Civil,6.93,MATLAB,No,No,,0.0
1378,Student_378,ECE,8.9,Java,No,No,,0.0
1379,Student_379,ME,7.54,MATLAB,Yes,Yes,TCS,11.6
1380,Student_380,IT,9.71,AutoCAD,Yes,No,,0.0
1381,Student_381,IT,8.58,MATLAB,Yes,No,,0.0
1382,Student_382,Civil,9.25,React,Yes,Yes,Google,4.2
1383,Student_383,ECE,7.43,React,No,Yes,Google,3.7
1384,Student_384,ME,8.85,ML,No,No,,0.0
1385,Student_385,ECE,6.8,AutoCAD,Yes,Yes,Microsoft,15.9
1386,Student_386,CSE,7.32,Java,No,No,,0.0
1387,Student_387,ECE,6.04,,No,No,,0.0
1388,Student_388,IT,7.98,SQL,No,Yes,Amazon,17.3
1389,Student_389,ME,7.35,ML,Yes,No,,0.0
1390,Student_390,IT,8.67,AutoCAD,No,No,,0.0
1391,Student_391,ME,9.07,MATLAB,No,Yes,TCS,10.7
1392,Student_392,ECE,8.8,Python,No,Yes,Google,7.1
1393,Student_393,ME,7.09,AutoCAD,Yes,Yes,Infosys,10.9
1394,Student_394,CSE,7.47,MATLAB,Yes,No,,0.0
1395,Student_395,Civil,9.78,,No,No,,0.0
1396,Student_396,IT,6.9,SQL,No,No,,0.0
1397,Student_397,Civil,8.63,SQL,No,No,,0.0
1398,Student_398,Civil,9.73,React,Yes,Yes,TCS,9.7
1399,Student_399,EEE,7.12,SQL,No,Yes,TCS,14.5
1400,Student_400,Civil,7.9,MATLAB,No,No,,0.0
1401,Student_401,ECE,9.8,Python,No,No,,0.0
1402,Student_402,CSE,6.71,AutoCAD,Yes,No,,0.0
1403,Student_403,IT,7.19,React,No,No,,0.0
1404,Student_404,IT,8.28,SQL,No,No,,0.0
1405,Student_405,Civil,6.32,SQL,No,No,,0.0
1406,Student_406,CSE,6.6,,Yes,Yes,Google,17.4
1407,Student_407,CSE,7.43,,No,No,,0.0
1408,Student_408,ECE,6.22,Java,Yes,No,,0.0
1409,Student_409,IT,7.77,MATLAB,No,No,,0.0
1410,Student_410,ECE,6.99,AutoCAD,No,Yes,Google,10.1
1411,Student_411,CSE,6.34,React,No,Yes,Wipro,19.0
1412,Student_412,ME,7.81,Python,No,No,,0.0
1413,Student_413,EEE,8.58,React,Yes,No,,0.0
1414,Student_414,IT,7.67,,No,No,,0.0
1415,Student_415,EEE,6.74,Python,No,No,,0.0
1416,Student_416,EEE,6.35,React,Yes,No,,0.0
1417,Student_417,Civil,8.72,AutoCAD,Yes,Yes,Infosys,3.9
1418,Student_418,ME,7.88,ML,No,No,,0.0
1419,Student_419,Civil,6.48,React,Yes,Yes,Google,11.2
1420,Student_420,EEE,6.02,React,No,No,,0.0
1421,Student_421,ECE,8.77,React,No,No,,0.0
1422,Student_422,ECE,6.82,MATLAB,No,Yes,Amazon,5.9
1423,Student_423,CSE,8.91,React,No,No,,0.0
1424,Student_424,CSE,8.85,React,Yes,No,,0.0
1425,Student_425,CSE,9.33,AutoCAD,Yes,Yes,Amazon,4.6
1426,Student_426,Civil,7.55,Python,No,Yes,Google,4.8
1427,Student_427,EEE,6.64,React,No,Yes,Infosys,19.1
1428,Student_428,ECE,6.44,ML,Yes,No,,0.0
1429,Student_429,ME,7.49,Python,Yes,Yes,Microsoft,15.8
1430,Student_430,CSE,7.07,React,Yes,No,,0.0
1431,Student_431,CSE,9.4,Python,Yes,Yes,Google,18.8
1432,Student_432,IT,6.1,Java,Yes,Yes,Microsoft,14.5
1433,Student_433,ME,9.79,MATLAB,Yes,No,,0.0
1434,Student_434,ME,7.14,,No,No,,0.0
1435,Student_435,CSE,6.52,MATLAB,No,No,,0.0
1436,Student_436,CSE,8.58,,No,Yes,Infosys,5.4
1437,Student_437,IT,6.09,MATLAB,Yes,No,,0.0
